id,query_type,question,answerable,vector_hit_at_20,lexical_hit_at_20,union_candidate_hit,lexical_rescue,semantic_rescue,vector_hit_at_1,vector_hit_at_5,vector_mrr,lexical_hit_at_1,lexical_hit_at_5,lexical_mrr,rrf_hit_at_1,rrf_hit_at_5,rrf_mrr,vector_reranked_hit_at_1,vector_reranked_hit_at_5,vector_reranked_mrr,hybrid_reranked_hit_at_1,hybrid_reranked_hit_at_5,hybrid_reranked_mrr,vector_sources,lexical_sources,rrf_sources,hybrid_reranked_sources,vector_seconds,lexical_seconds,fusion_seconds,vector_rerank_seconds,hybrid_rerank_seconds,vector_reranked_seconds,rrf_seconds,hybrid_reranked_seconds
q143,mixed,CPU memory requests scheduler,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md,0.07816000003367662,0.06045570003334433,0.0001479999627918005,0.46022000000812113,0.4740080999908969,0.5383800000417978,0.13876370002981275,0.6127718000207096
q144,mixed,taints tolerations node affinity,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|kafka-overview.md,kubernetes-scheduling.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-mvcc.md,0.09707859996706247,0.05681560002267361,7.819989696145058e-05,0.37466810003388673,0.4000549999764189,0.4717467000009492,0.15397239988669753,0.5540273998631164
q145,mixed,kubelet container runtime,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md,0.09788880008272827,0.07005490001756698,0.00011420005466789007,0.37379199999850243,0.3635736999567598,0.4716808000812307,0.16805790015496314,0.531631600111723
q146,mixed,Kafka partition sequential offsets,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md,kafka-overview.md,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md,0.07494850002694875,0.056680799927562475,9.650003630667925e-05,0.33720159996300936,0.33504440006799996,0.4121500999899581,0.1317257999908179,0.46677020005881786
q147,mixed,consumer group partition workload,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md|postgres-replication.md,kafka-overview.md,kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|kafka-overview.md|postgres-replication.md|kafka-overview.md,0.06766709999646991,0.07396990002598614,0.0001129999291151762,0.37233779998496175,0.36430590006057173,0.44000489998143166,0.14174999995157123,0.506055900012143
q148,mixed,replication factor follower leader,True,1,1,1,0,0,0,1,0.5,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-replication.md|kafka-overview.md|postgres-replication.md|postgres-replication.md|postgres-replication.md,kafka-overview.md,kafka-overview.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|postgres-replication.md|postgres-replication.md|postgres-replication.md,0.0741785999853164,0.05597610003314912,8.729996625334024e-05,0.34627520001959056,0.35793249995913357,0.42045380000490695,0.13024199998471886,0.4881744999438524
q149,mixed,retains events replay offsets,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md,kafka-overview.md,kafka-overview.md|kafka-overview.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md,kafka-overview.md|kafka-overview.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,0.08191329997498542,0.06090589996892959,8.460006210952997e-05,0.3435454999562353,0.32455310004297644,0.4254587999312207,0.14290380000602454,0.467456900049001
q150,mixed,PostgreSQL MVCC replication mechanism,True,1,1,1,0,0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,1,1,1.0,postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md,postgres-mvcc.md,postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md,postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-mvcc.md,0.07214669999666512,0.05074670002795756,0.0003556999145075679,0.3335650000954047,0.3218661000719294,0.4057117000920698,0.12324909993913025,0.44511520001105964
q151,unsupported,SQLSTATE 23505,False,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md,,postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md|postgres-mvcc.md,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md|postgres-replication.md,0.07660689996555448,0.0448080999776721,0.00012510002125054598,0.31834650004748255,0.3048923999303952,0.394953400013037,0.12154009996447712,0.4264324998948723
q152,unsupported,log_min_duration_statement,False,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,kafka-overview.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md|postgres-replication.md,,kafka-overview.md|kubernetes-scheduling.md|kubernetes-scheduling.md|postgres-replication.md|postgres-replication.md,kafka-overview.md|postgres-mvcc.md|postgres-mvcc.md|kafka-overview.md|postgres-replication.md,0.07611080002970994,0.04626729991286993,7.730000652372837e-05,0.31287030002567917,0.31508620001841336,0.3889811000553891,0.1224553999491036,0.43754159996751696
q153,unsupported,hot_standby_feedback,False,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md,,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md|postgres-replication.md,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,0.07089440000709146,0.0453914999961853,8.639995940029621e-05,0.3234653000254184,0.3081258999882266,0.39435970003250986,0.11637229996267706,0.42449819995090365
q154,unsupported,xCluster,False,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md,,kubernetes-scheduling.md|kubernetes-scheduling.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md,postgres-mvcc.md|postgres-mvcc.md|kafka-overview.md|postgres-replication.md|postgres-replication.md,0.07258689997252077,0.06680149992462248,6.900005973875523e-05,0.32963319995906204,0.3496578000485897,0.4022200999315828,0.139457399956882,0.4891152000054717
