id,question,answerability,trap_type,prompt_mode,generated_answer,evidence_status,observed_status,retrieved_sources,source_count,citation_count,invalid_citation_count,prompt_tokens,retrieval_seconds,vector_seconds,lexical_seconds,fusion_seconds,generation_seconds,total_claims,supported_claims,partially_supported_claims,unsupported_claims,claims_with_citations,citations_that_support_claim,manual_correctness,manual_groundedness,manual_partial_handling,notes
g023,"How do resource requests affect scheduling, and what default CPU request is assigned when none is specified?",partial,missing_configuration,strict,"Resource requests play a crucial role in Kubernetes scheduling. When a new pod is created, the Kubernetes scheduler evaluates all available nodes to find the most suitable one. The",,UNDECLARED,kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md|kubernetes-scheduling.md,4,0,0,2,0.13542129984125495,0.07934149983339012,0.05601820000447333,6.160000339150429e-05,117.22734435001621,2,2,0,0,0,0,0,1,0,Supported scheduling description but no missing-default acknowledgement.
g024,"How do Kafka partitions enable parallelism, and what is the maximum supported partition count per broker?",partial,missing_number,strict,"Kafka partitions enable parallelism through their ability to distribute storage and processing across multiple brokers. Each partition is replicated across brokers according to its replication factor, with one",,UNDECLARED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md,5,0,0,2,0.15426940005272627,0.08617630018852651,0.06800400000065565,8.909986354410648e-05,117.22734435001621,2,2,0,0,0,0,0,1,0,Supported partition description but no missing-maximum acknowledgement.
g025,"How do Kafka consumer groups divide work, and what is the default rebalance timeout?",partial,missing_configuration,strict,Kafka consumer groups divide work by assigning each partition to at most one consumer within the group. The default rebalance timeout is not specified in the given sources.,,UNDECLARED,kafka-overview.md|kafka-overview.md|kafka-overview.md|kafka-overview.md|kubernetes-scheduling.md,5,0,0,2,0.15564280026592314,0.09599060006439686,0.05956370010972023,8.850009180605412e-05,116.03930755000329,1,1,0,0,0,0,1,1,1,Answers supported group behavior and explicitly says the timeout is not supplied.
g026,"According to these documents, what is PostgreSQL's maximum database size?",none,missing_numeric_fact,strict,"EVIDENCE_STATUS: SUPPORTED

PostgreSQL's maximum database size is not specified in the given source excerpt. The excerpt discusses PostgreSQL's streaming replication feature but",SUPPORTED,SUPPORTED,postgres-replication.md,1,0,0,2,0.14661700022406876,0.08639720012433827,0.06012400006875396,9.580003097653389e-05,116.03930755000329,2,2,0,0,0,0,1,1,,Correctly says maximum size is absent but labels the evidence SUPPORTED.
g027,Which PostgreSQL configuration parameter guarantees zero RPO across geographic regions?,none,false_guarantee,strict,"EVIDENCE_STATUS: SUPPORTED

The PostgreSQL configuration parameter that guarantees zero Recovery Point Objective (RPO) across geographic regions is **physical streaming replication**.",SUPPORTED,SUPPORTED,postgres-replication.md|postgres-mvcc.md,2,0,0,2,0.14537160005420446,0.08464849996380508,0.06063220021314919,9.089987725019455e-05,116.03930755000329,1,0,0,1,0,0,0,0,,Wrongly labels and asserts a physical-replication zero-RPO guarantee.
g028,What exact PostgreSQL version introduced streaming replication?,none,missing_version,strict,"The exact PostgreSQL version that introduced streaming replication is not specified in the given sources. The sources discuss various aspects related to replication mechanisms in PostgreSQL, including streaming replication,",,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.13975550001487136,0.08517009997740388,0.05452620005235076,5.91999851167202e-05,116.03930755000329,1,1,0,0,0,0,1,1,,Correctly says the introduction version is not supplied; required status is missing.
g029,What does SQLSTATE 23505 mean?,none,missing_fact,strict,"EVIDENCE_STATUS: SUPPORTED

SQLSTATE 23505 typically indicates a violation of the FOREIGN KEY constraint in PostgreSQL. This error occurs when",SUPPORTED,SUPPORTED,postgres-mvcc.md,1,0,0,2,0.1417804998345673,0.08214139984920621,0.059522700030356646,0.00011639995500445366,116.85803852498066,1,0,0,1,0,0,0,0,,Wrongly labels and invents an incorrect SQLSTATE meaning.
g030,What is the default value of log_min_duration_statement?,none,missing_configuration,strict,"EVIDENCE_STATUS: INSUFFICIENT

I don't have enough information in the provided sources to answer that question.",INSUFFICIENT,INSUFFICIENT,,0,0,0,0,0.14512420003302395,0.08555529988370836,0.059487299993634224,8.160015568137169e-05,0.0,0,0,0,0,0,0,1,1,,Correct explicit retrieval-level refusal.
g031,How does YugabyteDB xCluster replication resolve write conflicts?,none,missing_fact,strict,YugabyteDB xCluster replication resolves write conflicts by utilizing replication slots. These slots ensure that the primary PostgreSQL instance does not delete WAL (Write-Ahead Log,,UNDECLARED,postgres-replication.md|postgres-replication.md|postgres-replication.md|kafka-overview.md|postgres-replication.md,5,0,0,2,0.13950450019910932,0.0853311000391841,0.05407910002395511,9.430013597011566e-05,116.85803852498066,2,0,1,1,0,0,0,0,,Invents xCluster behavior from unrelated PostgreSQL slot evidence.
g032,What is the capital of Japan?,none,out_of_domain,strict,"EVIDENCE_STATUS: INSUFFICIENT

I don't have enough information in the provided sources to answer that question.",INSUFFICIENT,INSUFFICIENT,,0,0,0,0,0.12251859973184764,0.07275569997727871,0.04969839984551072,6.449990905821323e-05,0.0,0,0,0,0,0,0,1,1,,Correct explicit retrieval-level refusal.
g033,Who won the 2022 FIFA World Cup?,none,out_of_domain,strict,"EVIDENCE_STATUS: INSUFFICIENT

I don't have enough information in the provided sources to answer that question.",INSUFFICIENT,INSUFFICIENT,,0,0,0,0,0.1302941998001188,0.07448569987900555,0.05573159991763532,7.690000347793102e-05,0.0,0,0,0,0,0,0,1,1,,Correct explicit retrieval-level refusal.
g034,Do obsolete PostgreSQL row versions prove that a long-running transaction caused yesterday's production CPU spike?,none,causal_inference,strict,"EVIDENCE_STATUS: SUPPORTED

The obsolete PostgreSQL row versions mentioned in the sources suggest that they may contribute to the observed production CPU spike due to their persistence",SUPPORTED,SUPPORTED,postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-mvcc.md|postgres-replication.md,5,0,0,2,0.14361790008842945,0.085062799975276,0.05846709990873933,8.800020441412926e-05,116.85803852498066,1,0,0,1,0,0,0,0,,Wrongly labels and infers that obsolete rows may cause the CPU spike.
g035,Why does PostgreSQL require synchronous replication for MVCC?,none,false_premise,strict,"EVIDENCE_STATUS: SUPPORTED

PostgreSQL requires synchronous replication for MVCC (Multi-Version Concurrency Control) because synchronous replication ensures that all changes made on",SUPPORTED,SUPPORTED,postgres-mvcc.md|postgres-replication.md|postgres-replication.md|postgres-replication.md|postgres-mvcc.md,5,0,0,2,0.15764899994246662,0.09993480006232858,0.05764149990864098,7.269997149705887e-05,116.85803852498066,1,0,0,1,0,0,0,0,,Wrongly labels and accepts the false MVCC/replication premise.
