id,query_type,strategy,question,query_count,hit@1,hit@5,reciprocal_rank,candidate_hit@20,top_source,relevant_rank,retrieval_seconds,found_by,missing_identifiers
qt045,MULTI_PART,multi_query,"What improves with synchronous replication, and why can commit latency increase?",4,1,1,1.0,1,postgres-replication.md,1,0.5602176999673247,original|semantic|technical|alternate,
qt046,MULTI_PART,original,"Why do readers usually avoid blocking writers, and when are row locks still used?",1,1,1,1.0,1,postgres-mvcc.md,1,0.15684609999880195,original,
qt046,MULTI_PART,rewrite_only,"Why do readers usually avoid blocking writers, and when are row locks still used?",1,1,1,1.0,1,postgres-mvcc.md,1,0.14632229995913804,semantic,
qt046,MULTI_PART,original_rewrite,"Why do readers usually avoid blocking writers, and when are row locks still used?",2,1,1,1.0,1,postgres-mvcc.md,1,0.26573910005390644,original|semantic,
qt046,MULTI_PART,multi_query,"Why do readers usually avoid blocking writers, and when are row locks still used?",4,1,1,1.0,1,postgres-mvcc.md,1,0.5975691999774426,original|semantic|technical|alternate,
qt047,MULTI_PART,original,"How do taints, tolerations, and node affinity jointly influence Pod placement?",1,1,1,1.0,1,kubernetes-scheduling.md,1,0.14360630000010133,original,
qt047,MULTI_PART,rewrite_only,"How do taints, tolerations, and node affinity jointly influence Pod placement?",1,1,1,1.0,1,kubernetes-scheduling.md,1,0.15216910000890493,semantic,
qt047,MULTI_PART,original_rewrite,"How do taints, tolerations, and node affinity jointly influence Pod placement?",2,1,1,1.0,1,kubernetes-scheduling.md,1,0.28292999998666346,original|semantic,
qt047,MULTI_PART,multi_query,"How do taints, tolerations, and node affinity jointly influence Pod placement?",4,1,1,1.0,1,kubernetes-scheduling.md,1,0.6423931999597698,original|semantic|technical|alternate,
qt048,MULTI_PART,original,"How do consumer groups distribute partitions, and how can consumers replay old events?",1,1,1,1.0,1,kafka-overview.md,1,0.1481880999635905,original,
qt048,MULTI_PART,rewrite_only,"How do consumer groups distribute partitions, and how can consumers replay old events?",1,1,1,1.0,1,kafka-overview.md,1,0.1458046999759972,semantic,
qt048,MULTI_PART,original_rewrite,"How do consumer groups distribute partitions, and how can consumers replay old events?",2,1,1,1.0,1,kafka-overview.md,1,0.2968119999859482,original|semantic,
qt048,MULTI_PART,multi_query,"How do consumer groups distribute partitions, and how can consumers replay old events?",4,1,1,1.0,1,kafka-overview.md,1,0.5292907000984997,original|semantic|technical|alternate,
qt049,MULTI_PART,original,"How is a standby promoted, and why is external failover orchestration often used?",1,1,1,1.0,1,postgres-replication.md,1,0.16730430000461638,original,
qt049,MULTI_PART,rewrite_only,"How is a standby promoted, and why is external failover orchestration often used?",1,1,1,1.0,1,postgres-replication.md,1,0.15214450005441904,semantic,
qt049,MULTI_PART,original_rewrite,"How is a standby promoted, and why is external failover orchestration often used?",2,1,1,1.0,1,postgres-replication.md,1,0.2618662000168115,original|semantic,
qt049,MULTI_PART,multi_query,"How is a standby promoted, and why is external failover orchestration often used?",4,1,1,1.0,1,postgres-replication.md,1,0.5605081999674439,original|semantic|technical|alternate,
qt050,MULTI_PART,original,"How do resource requests affect scheduling, and how are they different from limits?",1,1,1,1.0,1,kubernetes-scheduling.md,1,0.12934619979932904,original,
qt050,MULTI_PART,rewrite_only,"How do resource requests affect scheduling, and how are they different from limits?",1,1,1,1.0,1,kubernetes-scheduling.md,1,0.13074279995635152,semantic,
qt050,MULTI_PART,original_rewrite,"How do resource requests affect scheduling, and how are they different from limits?",2,1,1,1.0,1,kubernetes-scheduling.md,1,0.30714639998041093,original|semantic,
qt050,MULTI_PART,multi_query,"How do resource requests affect scheduling, and how are they different from limits?",4,1,1,1.0,1,kubernetes-scheduling.md,1,0.5775804000440985,original|semantic|technical|alternate,
